DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2018-Q4,27314.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q1,27372.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q2,27780.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q3,28062.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q4,28669.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q1,28475.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q2,28432.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q3,28624.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q4,28879.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q1,28690.7,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q2,29160.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q3,29565.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q4,29843.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q1,30028.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q2,30489.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q3,30794.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q4,30964.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q1,31106.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q2,31672.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q3,32000.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q4,32052.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q1,32113.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q2,32554.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q3,32810.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q4,32866.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2025-Q1,32975.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 55 to 64 years,Total,Euro area – 20 countries (from 2023),2025-Q2,33413.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2005-Q1,4178.6,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2005-Q2,4198.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2005-Q3,4180.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2005-Q4,4169.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2006-Q1,4182.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2006-Q2,4248.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2006-Q3,4304.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2006-Q4,4403.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2007-Q1,4514.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2007-Q2,4682.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2007-Q3,4728.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2007-Q4,4826.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2008-Q1,4828.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2008-Q2,5024.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2008-Q3,5083.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2008-Q4,5185.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2009-Q1,5161.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2009-Q2,5423.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2009-Q3,5322.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2009-Q4,5410.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2010-Q1,5427.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2010-Q2,5656.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2010-Q3,5731.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2010-Q4,5757.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2011-Q1,5881.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2011-Q2,6043.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2011-Q3,6089.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2011-Q4,6172.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2012-Q1,6219.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2012-Q2,6344.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2012-Q3,6569.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2012-Q4,6587.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2013-Q1,6664.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2013-Q2,6873.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2013-Q3,7011.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2013-Q4,7068.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2014-Q1,7203.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2014-Q2,7458.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2014-Q3,7499.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2014-Q4,7619.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2015-Q1,7710.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2015-Q2,7890.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2015-Q3,7993.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2015-Q4,7980.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2016-Q1,8173.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2016-Q2,8421.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2016-Q3,8416.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2016-Q4,8498.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2017-Q1,8580.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2017-Q2,8919.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2017-Q3,9046.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2017-Q4,9127.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2018-Q1,9192.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2018-Q2,9451.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2018-Q3,9617.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2018-Q4,9652.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q1,9761.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q2,10003.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q3,10031.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2019-Q4,10312.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q1,10235.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q2,10299.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q3,10324.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2020-Q4,10385.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q1,10351.1,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q2,10608.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q3,10812.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2021-Q4,10963.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q1,11108.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q2,11261.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q3,11419.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2022-Q4,11619.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q1,11795.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q2,12153.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q3,12313.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2023-Q4,12484.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q1,12615.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q2,12940.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q3,13084.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2024-Q4,13241.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2025-Q1,13379.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 60 to 64 years,Total,Euro area – 20 countries (from 2023),2025-Q2,13639.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2005-Q1,1165.1,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2005-Q2,1183.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2005-Q3,1169.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2005-Q4,1239.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2006-Q1,1183.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2006-Q2,1229.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2006-Q3,1257.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2006-Q4,1279.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2007-Q1,1245.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2007-Q2,1278.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2007-Q3,1336.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2007-Q4,1313.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2008-Q1,1346.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2008-Q2,1350.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2008-Q3,1373.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2008-Q4,1365.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2009-Q1,1355.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2009-Q2,1356.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2009-Q3,1334.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2009-Q4,1364.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2010-Q1,1311.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2010-Q2,1332.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2010-Q3,1290.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2010-Q4,1289.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2011-Q1,1276.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2011-Q2,1359.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2011-Q3,1374.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2011-Q4,1447.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2012-Q1,1444.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2012-Q2,1455.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2012-Q3,1518.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2012-Q4,1518.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2013-Q1,1481.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2013-Q2,1530.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2013-Q3,1610.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2013-Q4,1602.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2014-Q1,1568.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2014-Q2,1669.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2014-Q3,1731.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2014-Q4,1762.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2015-Q1,1729.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 65 to 69 years,Total,Euro area – 20 countries (from 2023),2015-Q2,1812.2,,
